Name,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adadelta,59,24,0.0012141820365743,65,2.175438642501831
Adam,34,29,0.0059111643338515,94,0.08430664241313934
SGD,62,27,0.0018276034661224,65,1.1412657499313354
SGD,50,31,0.0097033218145912,115,0.478695809841156
RMSprop,36,19,0.0034926025075618,123,0.0978044643998146
SGD,41,30,0.0031772708800066,37,0.4493740200996399
Adadelta,44,18,0.0064990477081605,40,1.401261329650879
Adagrad,37,22,0.0022122460159352,81,0.7123884558677673
Adadelta,52,30,0.0090460244000581,78,1.137332797050476
Nadam,34,29,0.0058992951454272,67,0.08821646124124527
Adadelta,49,21,0.0096713736033082,52,1.1115199327468872
Adamax,51,24,0.0082190009715162,87,0.08848106116056442
Nadam,44,26,0.0038925800577169,35,0.07815734297037125
SGD,54,22,0.0009667900641516,85,1.998279094696045
RMSprop,36,22,0.0084212275053138,118,0.1038203239440918
AdamW,45,25,0.0053726153125907,118,0.07999277114868164
SGD,33,26,0.0074258026925696,86,0.5180783271789551
Adagrad,45,19,0.0094337188723433,69,0.30150049924850464
Nadam,61,22,0.0097840355057212,98,0.0734628289937973
RMSprop,50,16,0.0046729824200379,72,0.08540582656860352
AdamW,35,26,0.0087822911037311,126,0.0974520742893219
Adamax,45,23,0.0063260047166528,98,0.09583190828561783
AdamW,33,28,0.0003130412963995,102,0.24783049523830414
Adadelta,59,17,0.0077640886135774,56,1.2904789447784424
AdamW,48,27,0.0019599092833134,55,0.08106410503387451
SGD,36,21,0.0030668174037048,64,0.8933514356613159
Nadam,32,28,0.0096139563167388,71,0.0940886065363884
RMSprop,36,29,0.006495477992761,56,0.10894865542650223
Adam,43,20,0.0048705882873312,68,0.08785296231508255
Nadam,62,31,0.0099865110552449,90,0.07608608156442642
AdamW,61,30,0.0025153177611224,112,0.0792018324136734
AdamW,54,25,0.0062151445657755,84,0.07513907551765442
Adagrad,57,17,0.0006683155556341,43,1.3030827045440674
Adadelta,55,24,0.004109483838426,104,2.031109094619751
Adadelta,33,27,0.0092657517659898,68,1.383454442024231
Adagrad,62,22,0.0065817228498265,70,0.31468233466148376
RMSprop,54,23,0.0052961177755028,57,0.09015262126922607
Adam,33,16,0.0056966340568195,71,0.09022199362516403
RMSprop,45,17,0.0018966932997783,94,0.107319675385952
Adadelta,46,22,0.0040863150926818,34,1.6089301109313965
SGD,48,25,0.0073690675192426,66,0.40157121419906616
Adamax,35,17,0.0022745365876764,122,0.18512611091136932
Adadelta,48,17,0.0077086319040162,32,1.4825249910354614
Adamax,46,23,0.0042798424876972,125,0.11451447755098343
SGD,55,17,0.0069844918464088,42,0.3510685861110687
Adamax,59,26,0.0054545261938733,66,0.08275746554136276
SGD,49,30,0.004654510519122,41,0.3891705274581909
AdamW,41,23,0.0083664515136956,39,0.09823393076658249
Nadam,48,19,0.0081325101349197,59,0.08196665346622467
RMSprop,33,18,0.0089725702309215,55,0.1258523017168045
Adam,35,30,0.0045317818820078,98,0.08605388551950455
Adam,60,26,0.0098153388469705,90,0.07660073041915894
Adam,37,31,0.0068514084457084,110,0.0856848880648613
Adam,49,23,0.0074387243611774,54,0.08342093229293823
Nadam,48,17,0.0080501012363143,76,0.07800547778606415
Adadelta,52,30,0.0069682768128772,90,1.6643203496932983
Adagrad,40,29,0.0099032241864036,68,0.2752036154270172
RMSprop,43,24,0.0010033900465823,101,0.1326114386320114
Adam,59,24,0.0037632350560171,67,0.07094505429267883
Adam,48,16,0.0051482694147296,56,0.08025789260864258
Adamax,45,21,0.0032200944234357,125,0.14888331294059753
AdamW,47,29,0.0023308411385412,67,0.07680042088031769
AdamW,43,31,0.0074302725572443,98,0.07752899825572968
Adamax,41,20,0.0050692192910897,90,0.1235266625881195
Adamax,37,17,0.0053078190587334,93,0.12852421402931213
Adagrad,62,25,0.0039009520155259,86,0.43276768922805786
RMSprop,54,19,0.0021088329086959,121,0.09391707181930542
Nadam,41,31,0.003762237786633,62,0.07635535299777985
Adadelta,49,31,0.0021668388249714,84,2.1540627479553223
Adagrad,39,29,0.0058022509046164,95,0.3753299117088318
SGD,60,31,0.005065454278212,34,0.3542848527431488
Adam,33,23,0.0018511436143018,113,0.1197790876030922
Adamax,38,26,0.0023991119877553,64,0.14879505336284637
Adamax,61,22,0.0009776276999607,89,0.19525624811649323
AdamW,36,31,0.00835304844234,70,0.09961969405412674
RMSprop,60,22,0.0060130875549501,76,0.07945902645587921
